ticket_id,customer_id,order_id,topic,ticket_status,priority,opened_datetime,closed_datetime,assigned_employee_id
10964,2359,45297,Account access,resolved,medium,2023-05-22 04:32:07,2023-05-29 04:32:07,17
10965,6964,45300,Damaged item,open,low,2025-04-05 21:20:01,2025-04-12 21:20:01,33
10966,1168,45303,Refund request,resolved,medium,2026-01-02 23:51:18,,80
10967,963,45306,Payment issue,open,low,2025-04-23 19:55:21,2025-05-01 19:55:21,61
10968,6750,45311,Refund request,pending_customer,medium,2025-10-21 04:20:00,,40
10969,6752,45313,Promo code,pending_customer,low,2024-10-23 12:37:58,2024-11-06 12:37:58,48
10970,4437,45320,Account access,resolved,medium,2025-02-24 20:11:34,,107
10971,9184,45323,Refund request,escalated,low,2025-12-17 21:11:50,2025-12-25 21:11:50,119
10972,2609,45324,Promo code,pending_customer,high,2025-04-27 10:44:42,,21
10973,6733,45329,Product question,pending_customer,low,2025-05-06 18:44:47,2025-05-16 18:44:47,106
10974,2672,45336,Damaged item,pending_customer,low,2026-02-04 07:21:09,2026-02-11 07:21:09,46
10975,2639,45337,Promo code,pending_customer,high,2025-01-22 07:24:59,2025-02-01 07:24:59,13
10976,5159,45338,Product question,resolved,low,2025-05-23 03:29:46,2025-05-27 03:29:46,27
10977,7743,45339,Refund request,closed,medium,2024-11-25 18:14:31,,75
10978,1834,45341,Delivery delay,closed,medium,2024-02-28 17:34:10,2024-03-06 17:34:10,91
10979,3983,45346,Account access,closed,medium,2023-11-10 17:14:07,,7
10980,5387,45350,Delivery delay,pending_customer,medium,2025-10-14 00:57:16,2025-10-25 00:57:16,118
10981,901,45354,Delivery delay,closed,low,2025-02-16 21:31:57,2025-02-19 21:31:57,40
10982,4047,45355,Refund request,resolved,low,2023-08-27 01:12:25,2023-09-07 01:12:25,108
10983,8131,45359,Refund request,pending_customer,medium,2023-04-13 13:03:38,2023-04-15 13:03:38,4
10984,8046,45364,Product question,resolved,low,2025-07-22 09:54:46,2025-08-05 09:54:46,114
10985,2386,45365,Refund request,open,high,2024-12-11 08:58:04,2024-12-22 08:58:04,33
10986,8671,45378,Payment issue,resolved,medium,2023-04-18 19:59:29,2023-05-02 19:59:29,113
10987,9300,45389,Account access,pending_customer,medium,2024-06-02 21:44:14,,11
10988,9332,45391,Payment issue,resolved,low,2025-01-30 16:47:15,2025-02-01 16:47:15,83
10989,8742,45393,Product question,pending_customer,high,2025-03-14 07:46:27,2025-03-16 07:46:27,19
10990,4370,45407,Product question,resolved,high,2024-05-26 07:19:19,2024-05-29 07:19:19,87
10991,5497,45411,Delivery delay,resolved,high,2024-06-04 09:32:32,2024-06-13 09:32:32,38
10992,3541,45418,Refund request,closed,medium,2024-04-13 00:54:12,2024-04-23 00:54:12,66
10993,9892,45430,Product question,escalated,high,2024-04-28 01:45:03,2024-05-06 01:45:03,38
10994,7631,45437,Account access,pending_customer,high,2023-07-16 05:32:06,2023-07-19 05:32:06,3
10995,5850,45444,Promo code,closed,low,2024-04-05 14:16:16,2024-04-09 14:16:16,7
10996,2164,45446,Refund request,open,medium,2023-08-02 01:17:43,2023-08-11 01:17:43,68
10997,3225,45452,Warranty claim,escalated,low,2023-12-16 15:38:45,2023-12-30 15:38:45,75
10998,2385,45456,Refund request,resolved,medium,2023-07-25 08:32:29,,38
10999,9243,45469,Promo code,pending_customer,low,2024-11-27 12:27:43,,12
11000,9628,45471,Payment issue,escalated,low,2026-01-16 07:43:35,2026-01-28 07:43:35,87
11001,4442,45476,Promo code,resolved,high,2025-09-05 06:12:38,2025-09-19 06:12:38,67
11002,8384,45491,Delivery delay,escalated,medium,2025-05-30 08:43:41,2025-06-05 08:43:41,97
11003,4992,45494,Refund request,resolved,low,2024-12-04 04:54:15,2024-12-07 04:54:15,44
11004,3146,45495,Refund request,resolved,medium,2025-11-24 20:15:02,2025-12-07 20:15:02,116
11005,2365,45496,Delivery delay,escalated,low,2024-07-21 11:15:48,2024-08-03 11:15:48,20
11006,6269,45501,Product question,pending_customer,medium,2025-04-26 13:07:43,2025-04-28 13:07:43,93
11007,9,45507,Product question,closed,medium,2024-01-25 11:31:23,,63
11008,1231,45508,Delivery delay,resolved,low,2024-12-20 11:48:08,2024-12-26 11:48:08,43
11009,5339,45519,Warranty claim,closed,low,2023-02-17 08:43:05,2023-02-24 08:43:05,109
11010,5679,45534,Warranty claim,escalated,low,2024-07-13 01:40:36,2024-07-26 01:40:36,22
11011,424,45541,Product question,escalated,low,2024-04-07 11:48:17,,88
11012,1224,45542,Account access,open,high,2023-02-23 05:51:47,,11
11013,3912,45544,Payment issue,pending_customer,urgent,2024-08-23 21:08:24,2024-09-04 21:08:24,70
11014,5298,45545,Payment issue,open,low,2024-10-21 04:10:00,,34
11015,1179,45547,Product question,closed,medium,2025-11-08 00:16:33,2025-11-19 00:16:33,16
11016,4789,45548,Promo code,escalated,medium,2023-03-30 15:19:25,2023-04-10 15:19:25,83
11017,3090,45551,Product question,resolved,low,2024-03-22 14:14:28,2024-03-27 14:14:28,95
11018,9245,45554,Promo code,resolved,low,2025-06-12 19:16:29,2025-06-18 19:16:29,13
11019,9492,45557,Product question,resolved,low,2024-07-19 02:01:57,2024-07-27 02:01:57,80
11020,3813,45580,Delivery delay,closed,medium,2023-12-22 21:25:25,,21
11021,8395,45581,Promo code,pending_customer,high,2024-07-23 18:07:57,2024-07-24 18:07:57,65
11022,7936,45593,Damaged item,open,low,2023-03-15 18:37:48,2023-03-21 18:37:48,40
11023,6252,45596,Product question,pending_customer,medium,2024-01-03 20:50:35,2024-01-12 20:50:35,106
11024,2614,45602,Payment issue,closed,low,2025-02-18 14:54:54,2025-02-23 14:54:54,115
11025,3209,45603,Product question,pending_customer,low,2024-05-25 14:32:28,2024-06-01 14:32:28,9
11026,539,45609,Account access,resolved,low,2025-01-31 15:33:42,2025-02-01 15:33:42,20
11027,8346,45611,Delivery delay,escalated,medium,2024-03-28 06:45:29,2024-04-11 06:45:29,42
11028,9805,45612,Delivery delay,resolved,low,2023-06-19 21:15:37,2023-06-27 21:15:37,90
11029,5837,45616,Account access,open,high,2025-05-18 22:37:12,2025-05-27 22:37:12,36
11030,1484,45619,Product question,closed,low,2024-11-29 11:20:09,2024-12-08 11:20:09,78
11031,8284,45621,Warranty claim,escalated,high,2023-11-05 03:58:25,2023-11-12 03:58:25,74
11032,5728,45622,Payment issue,pending_customer,low,2025-10-08 05:29:30,2025-10-20 05:29:30,84
11033,4013,45623,Promo code,pending_customer,low,2024-02-09 06:05:12,2024-02-15 06:05:12,45
11034,4405,45629,Promo code,escalated,high,2024-10-04 20:13:21,2024-10-11 20:13:21,8
11035,1794,45634,Payment issue,resolved,medium,2023-08-07 04:31:58,2023-08-11 04:31:58,75
11036,9266,45635,Payment issue,escalated,low,2023-03-26 23:05:40,2023-03-26 23:05:40,20
11037,9635,45638,Damaged item,escalated,low,2024-10-10 11:50:16,2024-10-11 11:50:16,109
11038,4944,45640,Product question,open,high,2023-08-20 01:47:24,2023-08-21 01:47:24,11
11039,1613,45642,Warranty claim,escalated,low,2023-04-21 12:02:30,2023-04-23 12:02:30,90
11040,1798,45644,Delivery delay,closed,low,2024-12-28 04:39:39,2024-12-28 04:39:39,97
11041,7434,45645,Product question,closed,medium,2024-10-18 15:27:18,2024-11-01 15:27:18,81
11042,3293,45662,Damaged item,resolved,medium,2024-06-03 08:34:02,2024-06-03 08:34:02,113
11043,9522,45666,Refund request,open,low,2024-06-04 11:18:03,2024-06-16 11:18:03,99
11044,3621,45673,Payment issue,closed,medium,2025-11-21 21:11:24,2025-12-01 21:11:24,57
11045,8506,45676,Damaged item,open,low,2023-12-25 07:09:24,,61
11046,3371,45680,Account access,escalated,medium,2025-07-21 05:31:47,2025-08-02 05:31:47,105
11047,2919,45694,Account access,resolved,high,2024-06-12 10:00:07,2024-06-19 10:00:07,92
11048,248,45696,Warranty claim,closed,high,2023-12-06 10:26:07,2023-12-15 10:26:07,116
11049,6383,45697,Refund request,escalated,low,2024-12-23 22:56:50,2024-12-28 22:56:50,12
11050,3198,45699,Product question,escalated,medium,2024-04-27 12:55:49,2024-05-10 12:55:49,89
11051,1350,45702,Payment issue,escalated,medium,2025-05-01 03:25:23,,96
11052,9704,45705,Warranty claim,open,high,2023-12-21 07:35:42,2023-12-21 07:35:42,15
11053,4069,45708,Damaged item,closed,urgent,2025-04-07 17:23:58,2025-04-16 17:23:58,41
11054,2096,45717,Refund request,closed,high,2025-01-10 00:05:18,2025-01-12 00:05:18,58
11055,8737,45725,Promo code,open,low,2024-05-19 06:05:00,2024-05-20 06:05:00,81
11056,8567,45734,Product question,closed,medium,2024-12-05 07:25:57,2024-12-15 07:25:57,104
11057,5539,45738,Refund request,closed,medium,2024-10-30 19:50:18,2024-11-07 19:50:18,91
11058,9281,45746,Payment issue,resolved,low,2024-01-14 22:39:34,2024-01-20 22:39:34,73
11059,2754,45751,Refund request,escalated,medium,2025-06-19 11:46:37,,84
11060,3578,45756,Warranty claim,escalated,low,2023-02-26 19:34:22,2023-03-12 19:34:22,41
11061,8660,45757,Account access,escalated,low,2024-04-26 18:20:05,2024-04-28 18:20:05,47
11062,7126,45759,Payment issue,pending_customer,medium,2023-05-11 15:56:12,2023-05-13 15:56:12,18
11063,1646,45760,Damaged item,open,medium,2025-03-11 10:53:01,2025-03-17 10:53:01,56
11064,3619,45770,Product question,resolved,low,2025-09-19 18:51:30,2025-09-30 18:51:30,61
11065,9856,45772,Damaged item,escalated,high,2023-02-07 02:34:22,2023-02-12 02:34:22,94
11066,878,45776,Damaged item,pending_customer,high,2025-10-13 19:58:19,2025-10-24 19:58:19,84
11067,6838,45777,Product question,open,high,2023-03-28 19:05:39,2023-03-30 19:05:39,120
11068,8058,45782,Warranty claim,resolved,high,2024-03-29 17:10:04,2024-03-31 17:10:04,69
11069,9850,45789,Product question,resolved,medium,2025-03-08 07:00:48,2025-03-11 07:00:48,44
11070,3826,45790,Refund request,closed,medium,2023-10-16 05:52:09,2023-10-16 05:52:09,43
11071,5447,45791,Account access,pending_customer,medium,2025-08-24 01:42:21,2025-08-27 01:42:21,81
11072,647,45792,Payment issue,escalated,low,2025-02-25 11:50:06,2025-03-07 11:50:06,118
11073,2222,45801,Payment issue,escalated,low,2023-02-06 12:05:26,2023-02-15 12:05:26,93
11074,9076,45805,Damaged item,pending_customer,low,2024-12-16 10:30:26,2024-12-22 10:30:26,43
11075,1394,45808,Warranty claim,escalated,high,2024-03-28 21:09:08,2024-04-07 21:09:08,119
11076,9849,45809,Delivery delay,escalated,low,2023-05-18 23:06:06,2023-05-31 23:06:06,91
11077,3117,45815,Payment issue,closed,low,2025-02-20 07:50:38,2025-03-06 07:50:38,12
11078,1882,45817,Warranty claim,escalated,urgent,2025-07-22 18:11:06,2025-07-30 18:11:06,115
11079,2788,45818,Payment issue,pending_customer,urgent,2024-11-02 22:35:35,2024-11-05 22:35:35,99
11080,9233,45823,Payment issue,pending_customer,low,2023-11-07 03:56:46,,13
11081,609,45825,Damaged item,closed,low,2025-05-28 02:53:10,2025-06-05 02:53:10,92
11082,7842,45829,Damaged item,closed,low,2025-12-20 11:50:23,2026-01-01 11:50:23,65
11083,1996,45831,Damaged item,resolved,low,2025-11-16 22:03:29,2025-11-20 22:03:29,50
11084,7846,45843,Delivery delay,escalated,low,2026-01-09 21:37:18,2026-01-14 21:37:18,105
11085,2969,45855,Delivery delay,escalated,low,2024-10-10 04:40:32,2024-10-14 04:40:32,56
11086,2319,45856,Account access,resolved,medium,2025-05-03 05:42:10,2025-05-12 05:42:10,17
11087,8033,45857,Damaged item,escalated,urgent,2024-10-11 02:46:23,2024-10-17 02:46:23,105
11088,9964,45858,Account access,resolved,high,2025-01-15 03:46:43,2025-01-19 03:46:43,5
11089,8875,45860,Promo code,closed,medium,2024-02-18 02:30:38,2024-02-24 02:30:38,104
11090,4519,45875,Product question,resolved,low,2024-02-06 08:28:17,2024-02-15 08:28:17,36
11091,1385,45876,Payment issue,open,low,2025-07-22 03:00:37,2025-07-28 03:00:37,75
11092,6269,45878,Promo code,escalated,medium,2023-12-16 21:07:37,2023-12-19 21:07:37,19
11093,9509,45881,Refund request,escalated,high,2024-10-03 02:11:43,2024-10-08 02:11:43,96
11094,2885,45884,Product question,resolved,medium,2024-04-24 10:55:01,,16
11095,621,45887,Damaged item,closed,medium,2025-12-27 17:05:22,,108
11096,7527,45893,Warranty claim,closed,medium,2024-06-01 21:08:19,2024-06-03 21:08:19,50
11097,9918,45899,Delivery delay,pending_customer,low,2024-09-27 13:40:58,2024-10-10 13:40:58,47
11098,6845,45904,Damaged item,resolved,low,2024-06-14 17:17:03,,73
11099,3580,45910,Account access,closed,medium,2024-05-26 22:45:33,2024-06-09 22:45:33,117
11100,4901,45914,Warranty claim,pending_customer,high,2023-04-13 11:00:39,2023-04-16 11:00:39,93
11101,1993,45920,Damaged item,resolved,low,2025-10-31 13:46:44,2025-11-05 13:46:44,93
11102,4228,45924,Damaged item,escalated,low,2023-08-06 15:45:22,2023-08-07 15:45:22,66
11103,8007,45925,Account access,resolved,low,2025-10-28 05:29:52,2025-11-10 05:29:52,76
11104,6450,45928,Warranty claim,escalated,medium,2023-01-04 18:39:42,,90
11105,9497,45938,Warranty claim,pending_customer,medium,2024-05-24 13:42:11,2024-06-02 13:42:11,119
11106,8791,45939,Warranty claim,escalated,medium,2023-10-29 18:10:03,2023-11-02 18:10:03,63
11107,3291,45942,Promo code,open,medium,2023-08-18 06:14:06,2023-08-28 06:14:06,20
11108,7284,45945,Payment issue,open,medium,2024-08-30 23:28:37,,92
11109,7988,45948,Product question,open,medium,2025-03-11 18:15:51,2025-03-15 18:15:51,45
11110,8390,45954,Delivery delay,pending_customer,medium,2023-12-04 12:07:26,2023-12-13 12:07:26,51
11111,5304,45955,Refund request,closed,medium,2024-07-06 04:51:15,2024-07-17 04:51:15,38
11112,4204,45958,Warranty claim,open,urgent,2024-06-20 00:41:05,,42
11113,1925,45969,Payment issue,open,low,2025-02-08 04:57:47,2025-02-11 04:57:47,50
11114,7969,45971,Product question,open,medium,2024-06-29 01:52:04,2024-07-05 01:52:04,16
11115,6161,45973,Product question,escalated,medium,2024-12-11 20:28:15,2024-12-15 20:28:15,41
11116,219,45975,Account access,closed,medium,2024-03-07 23:48:37,2024-03-19 23:48:37,93
11117,2302,45984,Account access,closed,medium,2025-07-30 13:21:23,2025-08-04 13:21:23,105
11118,6644,46000,Payment issue,closed,low,2024-01-03 18:28:42,2024-01-15 18:28:42,90
11119,9424,46001,Account access,pending_customer,medium,2024-03-05 06:32:04,2024-03-12 06:32:04,24
11120,917,46006,Delivery delay,open,low,2023-03-15 09:05:24,2023-03-15 09:05:24,119
11121,6938,46013,Delivery delay,closed,high,2024-12-09 22:20:13,2024-12-21 22:20:13,98
11122,5263,46015,Damaged item,resolved,low,2025-03-30 06:39:02,2025-04-11 06:39:02,80
11123,5109,46017,Payment issue,pending_customer,medium,2025-09-28 21:47:23,2025-10-07 21:47:23,87
11124,988,46019,Account access,pending_customer,medium,2025-08-31 13:00:55,2025-09-11 13:00:55,47
11125,9230,46022,Account access,closed,low,2023-11-09 22:10:04,2023-11-21 22:10:04,88
11126,291,46023,Account access,open,medium,2024-02-14 22:40:39,2024-02-16 22:40:39,1
11127,3653,46024,Refund request,open,medium,2025-11-17 09:10:11,,17
11128,4895,46026,Delivery delay,pending_customer,low,2023-05-27 02:52:38,2023-06-01 02:52:38,70
11129,6948,46027,Refund request,pending_customer,low,2024-03-26 17:20:48,2024-04-09 17:20:48,18
11130,8916,46043,Product question,pending_customer,high,2024-02-02 04:23:56,2024-02-12 04:23:56,83
11131,2273,46050,Refund request,closed,high,2025-12-08 06:00:03,,91
11132,7322,46063,Product question,closed,medium,2024-08-05 14:21:31,2024-08-15 14:21:31,27
11133,5589,46064,Delivery delay,escalated,medium,2023-07-30 13:15:08,2023-08-11 13:15:08,24
11134,8792,46066,Product question,open,medium,2025-04-10 01:47:44,2025-04-17 01:47:44,99
11135,8881,46068,Refund request,resolved,low,2023-07-07 21:39:01,2023-07-17 21:39:01,12
11136,4757,46072,Warranty claim,pending_customer,medium,2023-03-01 19:41:44,2023-03-07 19:41:44,111
11137,1120,46079,Payment issue,escalated,urgent,2023-02-28 04:56:39,2023-03-01 04:56:39,32
11138,1826,46082,Refund request,escalated,low,2023-12-07 19:10:37,2023-12-18 19:10:37,46
11139,8429,46084,Product question,open,high,2023-03-05 01:28:54,2023-03-08 01:28:54,96
11140,3769,46087,Payment issue,pending_customer,medium,2024-03-07 03:52:23,,67
11141,5868,46091,Damaged item,escalated,high,2024-07-03 15:24:48,2024-07-13 15:24:48,110
11142,3064,46095,Damaged item,closed,medium,2025-06-23 21:22:30,2025-07-02 21:22:30,94
11143,1626,46099,Product question,resolved,high,2024-09-26 17:51:38,2024-10-08 17:51:38,40
11144,4848,46103,Account access,open,low,2025-04-23 16:34:32,,18
11145,6956,46109,Payment issue,resolved,low,2024-01-24 19:44:14,2024-01-30 19:44:14,61
11146,8955,46114,Damaged item,resolved,medium,2024-04-25 05:48:52,2024-04-25 05:48:52,58
11147,5200,46117,Refund request,escalated,low,2025-05-15 13:56:06,2025-05-15 13:56:06,29
11148,7025,46124,Delivery delay,resolved,medium,2024-03-03 23:39:11,2024-03-14 23:39:11,41
11149,5605,46125,Delivery delay,open,medium,2024-09-26 02:20:35,2024-10-09 02:20:35,108
11150,8722,46129,Payment issue,pending_customer,medium,2024-05-19 10:49:11,2024-05-26 10:49:11,70
11151,9933,46133,Warranty claim,escalated,low,2025-12-17 13:42:57,2025-12-17 13:42:57,75
11152,8636,46134,Payment issue,open,low,2025-08-25 16:01:27,,66
11153,5557,46136,Damaged item,pending_customer,low,2024-01-30 12:04:57,2024-02-08 12:04:57,97
11154,306,46139,Promo code,open,medium,2025-12-27 00:17:59,2026-01-02 00:17:59,7
11155,7388,46146,Delivery delay,escalated,low,2023-10-29 14:17:18,2023-11-09 14:17:18,116
11156,6201,46149,Damaged item,pending_customer,urgent,2025-05-10 12:31:46,,62
11157,9700,46158,Promo code,escalated,low,2023-08-28 02:29:46,2023-09-04 02:29:46,64
11158,2718,46161,Refund request,escalated,low,2024-03-18 04:19:51,2024-03-20 04:19:51,44
11159,3234,46165,Damaged item,escalated,high,2023-08-30 09:43:27,,21
11160,8833,46168,Payment issue,resolved,low,2023-12-29 09:22:56,2023-12-30 09:22:56,42
11161,7663,46171,Account access,escalated,low,2024-03-28 15:00:09,,88
11162,6225,46179,Warranty claim,pending_customer,low,2023-12-04 02:55:29,2023-12-04 02:55:29,99
11163,8805,46186,Refund request,escalated,low,2025-01-26 22:44:46,2025-02-04 22:44:46,106
11164,7307,46188,Damaged item,escalated,low,2023-05-13 17:19:27,2023-05-17 17:19:27,102
11165,8070,46189,Promo code,resolved,low,2024-07-06 18:59:28,,90
11166,7668,46195,Warranty claim,resolved,high,2025-01-13 22:22:56,2025-01-25 22:22:56,27
11167,2599,46197,Refund request,open,low,2025-08-25 22:36:05,2025-08-29 22:36:05,12
11168,6019,46199,Payment issue,escalated,medium,2024-10-02 21:27:34,,16
11169,4850,46201,Account access,pending_customer,high,2024-12-15 13:06:33,2024-12-16 13:06:33,101
11170,4755,46204,Refund request,open,low,2025-11-08 05:11:04,,62
11171,1745,46207,Promo code,resolved,high,2023-11-13 07:10:14,2023-11-17 07:10:14,27
11172,8936,46208,Product question,pending_customer,medium,2024-04-28 17:36:09,,29
11173,1377,46214,Promo code,open,low,2023-07-17 07:01:08,2023-07-29 07:01:08,97
11174,7989,46215,Damaged item,escalated,medium,2023-09-20 06:06:46,2023-09-27 06:06:46,21
11175,7459,46216,Delivery delay,resolved,medium,2023-03-04 03:01:23,2023-03-15 03:01:23,71
11176,855,46225,Account access,pending_customer,medium,2023-08-26 10:03:47,2023-08-27 10:03:47,116
11177,5188,46232,Account access,escalated,medium,2023-10-06 07:15:30,2023-10-18 07:15:30,30
11178,9400,46238,Damaged item,resolved,high,2024-10-02 14:18:34,,9
11179,6386,46240,Delivery delay,resolved,urgent,2023-11-10 13:55:56,,74
11180,8484,46244,Product question,open,low,2024-02-06 11:34:44,2024-02-14 11:34:44,72
11181,3864,46249,Promo code,escalated,medium,2023-07-28 21:07:32,,75
11182,6834,46250,Warranty claim,resolved,low,2025-01-22 21:46:49,,27
11183,4795,46256,Damaged item,resolved,low,2026-01-01 23:40:49,2026-01-15 23:40:49,3
11184,444,46261,Promo code,closed,low,2025-01-15 14:40:48,,37
11185,513,46262,Warranty claim,closed,low,2025-12-02 08:15:05,2025-12-11 08:15:05,33
11186,9491,46272,Product question,resolved,high,2023-04-22 11:54:14,2023-04-29 11:54:14,67
11187,7885,46277,Account access,resolved,low,2023-03-31 20:31:02,,76
11188,1547,46279,Refund request,open,medium,2024-05-03 02:11:31,2024-05-14 02:11:31,18
11189,6962,46281,Promo code,open,low,2025-06-20 11:36:38,2025-06-29 11:36:38,1
11190,1208,46286,Account access,escalated,low,2024-01-30 11:24:34,2024-02-04 11:24:34,38
11191,6354,46291,Damaged item,open,low,2023-05-10 07:53:17,2023-05-16 07:53:17,38
11192,2547,46298,Payment issue,resolved,low,2023-11-09 23:05:57,2023-11-16 23:05:57,41
11193,7728,46305,Delivery delay,resolved,medium,2023-05-12 16:22:26,2023-05-14 16:22:26,29
11194,1763,46307,Warranty claim,resolved,medium,2023-09-11 08:22:52,2023-09-11 08:22:52,118
11195,3499,46313,Damaged item,resolved,high,2023-08-17 14:36:13,2023-08-27 14:36:13,6
11196,5990,46321,Promo code,resolved,medium,2025-03-18 06:13:04,2025-03-23 06:13:04,114
11197,9481,46323,Payment issue,closed,low,2024-07-07 16:06:56,2024-07-21 16:06:56,56
11198,5862,46326,Warranty claim,pending_customer,high,2025-12-30 13:14:29,,93
11199,165,46329,Refund request,pending_customer,medium,2023-04-20 14:21:59,,114
11200,1007,46338,Payment issue,resolved,medium,2025-09-12 23:33:29,2025-09-16 23:33:29,27
11201,8679,46340,Delivery delay,closed,low,2024-02-04 13:14:28,2024-02-14 13:14:28,99
11202,1801,46344,Promo code,resolved,medium,2024-06-19 14:04:02,2024-06-26 14:04:02,68
11203,7109,46357,Promo code,escalated,low,2025-04-06 20:03:23,2025-04-18 20:03:23,89
11204,5281,46358,Refund request,open,medium,2023-01-22 21:41:49,2023-02-04 21:41:49,120
11205,2481,46360,Warranty claim,escalated,low,2023-05-18 21:59:35,2023-05-18 21:59:35,49
11206,8449,46361,Payment issue,escalated,medium,2025-04-17 23:03:52,2025-05-01 23:03:52,20
11207,769,46367,Damaged item,escalated,medium,2024-06-29 21:48:29,,19
11208,7858,46374,Damaged item,closed,medium,2024-06-13 04:39:24,,88
11209,140,46386,Damaged item,escalated,high,2024-12-26 20:03:47,,104
11210,9294,46388,Damaged item,resolved,low,2023-10-25 06:53:45,,66
11211,7937,46390,Damaged item,resolved,medium,2024-02-23 00:14:02,2024-03-01 00:14:02,116
11212,5628,46394,Delivery delay,closed,low,2024-11-06 08:38:39,,106
11213,6030,46402,Delivery delay,escalated,low,2023-09-30 23:58:03,,16
11214,9645,46405,Refund request,closed,medium,2025-06-29 03:58:33,2025-07-10 03:58:33,42
11215,467,46410,Product question,closed,high,2025-08-12 03:58:17,2025-08-24 03:58:17,67
11216,1463,46413,Warranty claim,resolved,medium,2023-04-05 12:46:16,2023-04-05 12:46:16,68
11217,6185,46417,Account access,resolved,low,2023-03-28 18:33:14,,119
11218,4782,46420,Delivery delay,resolved,low,2023-04-17 06:14:07,2023-04-28 06:14:07,24
11219,5570,46421,Warranty claim,resolved,high,2025-02-24 22:40:04,2025-03-10 22:40:04,51
11220,9131,46422,Payment issue,resolved,high,2024-10-10 18:28:15,2024-10-11 18:28:15,6
11221,8440,46424,Warranty claim,pending_customer,medium,2023-02-27 11:37:03,2023-03-13 11:37:03,103
11222,636,46425,Delivery delay,closed,medium,2024-09-18 03:39:33,2024-09-20 03:39:33,90
11223,2162,46428,Promo code,resolved,medium,2023-10-23 16:44:28,2023-11-01 16:44:28,110
11224,9272,46436,Promo code,pending_customer,medium,2024-04-28 14:25:52,2024-05-11 14:25:52,77
11225,3354,46437,Delivery delay,closed,medium,2024-10-28 10:17:48,2024-10-30 10:17:48,99
11226,3462,46438,Promo code,escalated,urgent,2023-05-07 23:24:30,2023-05-17 23:24:30,111
11227,1019,46440,Account access,resolved,medium,2023-10-24 13:42:14,2023-11-02 13:42:14,24
11228,1419,46444,Warranty claim,pending_customer,medium,2024-09-14 01:18:43,2024-09-24 01:18:43,13
11229,7882,46447,Promo code,closed,high,2023-02-06 23:04:38,2023-02-20 23:04:38,22
11230,8568,46458,Warranty claim,escalated,urgent,2024-10-07 02:43:50,2024-10-13 02:43:50,35
11231,5893,46462,Refund request,pending_customer,low,2023-10-09 14:46:14,,35
11232,3832,46463,Delivery delay,escalated,low,2025-03-17 10:22:10,,39
11233,9761,46468,Payment issue,open,medium,2024-07-22 17:10:07,2024-08-02 17:10:07,114
11234,4204,46469,Account access,closed,low,2023-04-15 17:52:39,2023-04-17 17:52:39,43
11235,6457,46470,Warranty claim,escalated,low,2024-01-14 13:38:55,2024-01-24 13:38:55,62
11236,3953,46473,Payment issue,closed,low,2025-11-17 05:17:34,2025-11-28 05:17:34,22
11237,3287,46474,Account access,resolved,low,2023-08-23 20:59:20,2023-09-01 20:59:20,10
11238,6868,46475,Damaged item,escalated,high,2023-04-29 15:36:48,2023-05-10 15:36:48,7
11239,1205,46480,Refund request,resolved,low,2023-07-18 20:28:38,2023-08-01 20:28:38,39
11240,1468,46485,Product question,pending_customer,medium,2024-02-06 05:52:45,,106
11241,2144,46486,Payment issue,closed,high,2023-12-09 02:24:32,2023-12-15 02:24:32,28
11242,210,46488,Refund request,closed,low,2023-08-09 16:33:29,2023-08-20 16:33:29,79
11243,5314,46499,Damaged item,pending_customer,high,2023-08-18 21:14:44,2023-08-21 21:14:44,50
11244,3738,46507,Damaged item,open,urgent,2025-04-29 21:07:53,,76
11245,7122,46511,Product question,escalated,high,2023-07-06 20:08:39,2023-07-12 20:08:39,71
11246,1370,46512,Product question,open,high,2025-12-09 02:55:07,2025-12-17 02:55:07,101
11247,5171,46514,Promo code,open,low,2023-09-11 09:16:43,2023-09-14 09:16:43,43
11248,8451,46515,Refund request,open,medium,2025-02-17 14:27:38,2025-02-28 14:27:38,38
11249,5875,46523,Account access,pending_customer,low,2024-04-15 00:56:19,2024-04-28 00:56:19,22
11250,5282,46528,Account access,resolved,low,2023-08-08 06:02:31,2023-08-22 06:02:31,111
11251,452,46539,Delivery delay,resolved,high,2023-05-17 14:30:13,2023-05-26 14:30:13,48
11252,3566,46548,Damaged item,escalated,medium,2026-01-12 12:54:24,2026-01-19 12:54:24,62
11253,3521,46556,Product question,closed,medium,2023-08-21 08:08:54,,50
11254,4771,46559,Refund request,open,high,2024-01-25 07:26:47,2024-01-25 07:26:47,90
11255,4141,46566,Account access,resolved,low,2025-06-28 18:11:38,2025-07-11 18:11:38,34
11256,6367,46567,Warranty claim,escalated,low,2024-07-13 01:33:46,2024-07-22 01:33:46,83
11257,5151,46570,Delivery delay,open,high,2023-04-11 17:22:51,2023-04-24 17:22:51,118
11258,3713,46572,Product question,escalated,medium,2024-01-19 05:13:56,2024-01-21 05:13:56,53
11259,7785,46577,Promo code,closed,low,2024-11-08 02:42:57,,75
11260,9040,46581,Promo code,pending_customer,high,2024-06-29 10:57:22,2024-07-12 10:57:22,109
11261,4512,46583,Damaged item,resolved,low,2025-11-24 11:15:46,2025-12-05 11:15:46,56
11262,3482,46585,Delivery delay,resolved,medium,2024-12-22 06:23:35,2025-01-03 06:23:35,60
11263,7053,46587,Payment issue,open,high,2023-09-12 07:10:04,,35
