shipment_id,order_id,warehouse_id,shipping_method,carrier,shipped_datetime,delivered_datetime,shipment_status
31005,36449,2,expedited,DHL,2023-10-14 13:02:15,2023-10-22 13:02:15,returned
31006,36450,7,pickup,DHL,2023-03-20 22:30:11,2023-03-23 22:30:11,delivered
31007,36451,6,expedited,UPS,2024-06-05 12:08:38,2024-06-06 12:08:38,delivered
31008,36453,6,standard,FedEx,2023-12-12 13:43:44,2023-12-22 13:43:44,delivered
31009,36454,2,pickup,DHL,2023-11-02 05:26:38,2023-11-07 05:26:38,delivered
31010,36455,3,pickup,USPS,2025-05-01 14:06:44,2025-05-09 14:06:44,delivered
31011,36456,5,overnight,UPS,2024-10-15 14:50:26,2024-10-17 14:50:26,delivered
31012,36457,1,standard,FedEx,2023-03-31 15:11:55,2023-04-09 15:11:55,delivered
31013,36458,2,standard,UPS,2023-06-06 19:09:22,,delivered
31014,36460,3,overnight,USPS,2024-10-30 21:24:39,2024-10-31 21:24:39,delivered
31015,36461,4,overnight,USPS,2023-03-20 04:01:42,2023-03-23 04:01:42,delivered
31016,36462,1,standard,DHL,2024-04-07 07:03:00,,delivered
31017,36463,7,standard,USPS,2023-06-18 08:32:58,2023-06-20 08:32:58,delivered
31018,36464,7,expedited,FedEx,2024-01-01 14:20:50,2024-01-07 14:20:50,delivered
31019,36465,4,standard,FedEx,2025-11-22 22:04:49,2025-11-28 22:04:49,delivered
31020,36466,4,pickup,DHL,2024-12-07 01:28:09,2024-12-13 01:28:09,delivered
31021,36467,5,overnight,FedEx,2023-02-24 15:05:22,2023-03-02 15:05:22,delivered
31022,36469,7,standard,DHL,2025-02-20 19:01:39,2025-02-25 19:01:39,delivered
31023,36470,1,expedited,DHL,2025-08-31 06:50:17,2025-09-05 06:50:17,delivered
31024,36471,7,pickup,DHL,2025-12-15 01:12:59,2025-12-25 01:12:59,delivered
31025,36472,4,overnight,UPS,2024-09-16 22:58:07,2024-09-20 22:58:07,delivered
31026,36473,8,expedited,UPS,2024-11-30 20:28:20,2024-12-09 20:28:20,delivered
31027,36474,4,expedited,FedEx,2025-05-25 16:13:22,2025-05-30 16:13:22,delivered
31028,36475,2,standard,USPS,2023-08-16 12:08:36,,in_transit
31029,36476,3,pickup,DHL,2024-06-17 15:41:44,2024-06-20 15:41:44,delivered
31030,36477,7,expedited,DHL,2025-06-29 01:06:56,2025-07-08 01:06:56,delivered
31031,36478,2,overnight,USPS,2023-03-19 09:35:11,2023-03-20 09:35:11,delivered
31032,36479,4,expedited,UPS,2024-10-07 09:17:34,2024-10-10 09:17:34,in_transit
31033,36480,6,expedited,FedEx,2025-10-30 12:09:19,2025-11-04 12:09:19,delivered
31034,36481,6,expedited,UPS,2025-07-06 09:38:37,2025-07-11 09:38:37,returned
31035,36482,5,standard,UPS,2025-04-25 14:28:27,2025-05-05 14:28:27,delivered
31036,36483,5,pickup,USPS,2025-01-29 23:41:36,2025-02-01 23:41:36,delivered
31037,36484,6,overnight,DHL,2024-05-20 20:11:01,2024-05-21 20:11:01,returned
31038,36485,4,standard,UPS,2024-01-06 00:02:07,2024-01-14 00:02:07,delivered
31039,36486,2,overnight,FedEx,2023-12-10 05:09:24,2023-12-18 05:09:24,delivered
31040,36487,1,overnight,UPS,2023-11-01 20:58:34,2023-11-08 20:58:34,in_transit
31041,36488,6,pickup,USPS,2025-03-28 03:54:18,2025-04-05 03:54:18,delivered
31042,36489,4,overnight,USPS,2025-01-14 19:24:26,2025-01-18 19:24:26,delivered
31043,36490,5,overnight,USPS,2025-03-12 18:35:41,,delivered
31044,36491,6,overnight,USPS,2025-02-23 22:22:16,2025-03-03 22:22:16,delivered
31045,36492,2,overnight,DHL,2023-09-16 16:49:22,2023-09-17 16:49:22,delivered
31046,36493,1,pickup,DHL,2025-07-30 07:44:42,2025-08-04 07:44:42,in_transit
31047,36495,4,overnight,FedEx,2023-01-04 19:34:34,2023-01-13 19:34:34,delivered
31048,36496,2,standard,USPS,2025-12-14 06:36:54,2025-12-19 06:36:54,in_transit
31049,36497,8,overnight,DHL,2025-01-19 21:22:51,2025-01-20 21:22:51,delivered
31050,36498,8,overnight,FedEx,2025-12-04 22:22:19,2025-12-14 22:22:19,delivered
31051,36499,5,expedited,DHL,2025-10-01 05:08:49,2025-10-04 05:08:49,delivered
31052,36500,8,standard,USPS,2024-03-15 11:52:58,2024-03-18 11:52:58,in_transit
31053,36501,4,expedited,DHL,2024-11-05 06:49:32,2024-11-08 06:49:32,delivered
31054,36502,8,expedited,USPS,2025-03-09 06:51:32,2025-03-16 06:51:32,lost
31055,36503,1,pickup,USPS,2023-04-29 07:57:56,2023-04-30 07:57:56,lost
31056,36504,6,standard,DHL,2025-05-06 05:15:55,2025-05-15 05:15:55,returned
31057,36505,1,overnight,FedEx,2025-07-26 13:08:52,2025-08-03 13:08:52,delivered
31058,36507,3,overnight,DHL,2024-07-03 07:31:52,2024-07-07 07:31:52,delivered
31059,36508,7,standard,USPS,2025-04-05 12:08:59,2025-04-15 12:08:59,delivered
31060,36509,7,standard,DHL,2023-12-01 17:42:49,2023-12-03 17:42:49,delivered
31061,36510,6,pickup,DHL,2024-05-30 09:45:21,2024-06-08 09:45:21,delivered
31062,36511,2,overnight,DHL,2025-08-12 03:50:28,2025-08-20 03:50:28,delivered
31063,36513,2,pickup,DHL,2025-08-10 23:52:34,2025-08-20 23:52:34,delivered
31064,36514,5,standard,FedEx,2025-07-26 14:57:31,,delivered
31065,36515,5,overnight,UPS,2023-07-12 10:55:54,2023-07-18 10:55:54,lost
31066,36516,5,pickup,FedEx,2024-07-08 01:50:48,,in_transit
31067,36517,2,overnight,USPS,2024-02-17 11:12:42,2024-02-18 11:12:42,delivered
31068,36518,4,pickup,USPS,2025-03-10 20:30:35,2025-03-12 20:30:35,delivered
31069,36519,5,overnight,UPS,2023-03-13 23:23:41,2023-03-22 23:23:41,delivered
31070,36520,6,standard,DHL,2023-10-07 08:17:16,2023-10-13 08:17:16,delivered
31071,36521,2,overnight,DHL,2024-10-20 10:12:43,2024-10-22 10:12:43,delivered
31072,36522,6,standard,UPS,2023-07-03 04:13:47,2023-07-07 04:13:47,delivered
31073,36523,2,pickup,FedEx,2023-08-17 15:05:11,2023-08-25 15:05:11,delivered
31074,36525,6,pickup,DHL,2023-03-23 08:35:56,2023-03-27 08:35:56,delivered
31075,36526,3,pickup,DHL,2023-05-17 15:03:58,2023-05-25 15:03:58,delivered
31076,36527,4,standard,DHL,2024-09-22 16:41:46,2024-09-23 16:41:46,in_transit
31077,36528,5,pickup,USPS,2023-04-13 23:49:43,2023-04-21 23:49:43,delivered
31078,36529,2,overnight,FedEx,2025-04-20 22:34:38,2025-04-26 22:34:38,delivered
31079,36531,2,pickup,FedEx,2024-03-06 16:08:51,2024-03-11 16:08:51,delivered
31080,36532,6,standard,USPS,2024-12-30 18:35:26,,delivered
31081,36533,8,pickup,USPS,2025-07-15 16:00:31,2025-07-22 16:00:31,delivered
31082,36534,7,pickup,FedEx,2024-02-14 10:13:20,2024-02-17 10:13:20,delivered
31083,36535,1,expedited,USPS,2025-03-01 17:41:32,2025-03-10 17:41:32,in_transit
31084,36537,5,expedited,USPS,2025-11-17 07:21:02,2025-11-19 07:21:02,delivered
31085,36538,7,expedited,UPS,2024-02-28 03:01:38,2024-03-02 03:01:38,delivered
31086,36539,5,expedited,FedEx,2024-11-14 22:23:34,2024-11-17 22:23:34,delivered
31087,36540,4,overnight,UPS,2023-03-02 21:51:03,2023-03-05 21:51:03,delivered
31088,36541,3,expedited,USPS,2025-12-18 12:44:23,2025-12-24 12:44:23,delivered
31089,36543,2,expedited,UPS,2024-12-30 02:13:55,2025-01-02 02:13:55,delivered
31090,36544,7,standard,UPS,2023-12-08 02:05:17,2023-12-12 02:05:17,delivered
31091,36545,8,pickup,FedEx,2023-10-10 20:04:02,2023-10-16 20:04:02,delivered
31092,36546,4,overnight,UPS,2023-03-17 16:54:00,,returned
31093,36547,6,expedited,USPS,2023-09-16 12:43:36,2023-09-25 12:43:36,returned
31094,36548,3,expedited,DHL,2024-05-15 01:40:26,,delivered
31095,36549,7,pickup,UPS,2024-07-11 00:50:33,2024-07-20 00:50:33,delivered
31096,36552,3,expedited,FedEx,2023-07-02 15:10:22,2023-07-04 15:10:22,in_transit
31097,36553,1,standard,FedEx,2025-02-13 23:42:48,2025-02-16 23:42:48,delivered
31098,36555,7,expedited,FedEx,2024-06-20 13:05:01,2024-06-27 13:05:01,returned
31099,36556,8,overnight,USPS,2023-06-02 11:17:14,2023-06-07 11:17:14,delivered
31100,36557,2,overnight,UPS,2024-04-06 03:25:18,2024-04-07 03:25:18,delivered
31101,36558,2,expedited,FedEx,2024-05-24 23:25:58,2024-05-30 23:25:58,delivered
31102,36559,6,overnight,USPS,2024-09-22 07:13:50,,in_transit
31103,36560,2,standard,DHL,2023-12-05 08:01:11,,delivered
31104,36561,4,expedited,UPS,2023-09-01 14:07:43,2023-09-07 14:07:43,delivered
31105,36562,6,overnight,USPS,2025-09-09 15:44:48,2025-09-18 15:44:48,delivered
31106,36563,6,pickup,UPS,2024-01-23 10:59:30,2024-01-30 10:59:30,delivered
31107,36565,7,overnight,FedEx,2024-01-27 05:15:36,2024-01-31 05:15:36,delivered
31108,36567,4,standard,FedEx,2024-01-06 10:55:05,2024-01-15 10:55:05,in_transit
31109,36568,4,standard,FedEx,2025-07-03 00:43:23,2025-07-04 00:43:23,in_transit
31110,36569,4,overnight,DHL,2024-11-04 18:15:56,2024-11-12 18:15:56,delivered
31111,36570,5,pickup,UPS,2024-04-22 09:14:31,,delivered
31112,36571,4,pickup,USPS,2025-03-26 20:44:41,2025-03-29 20:44:41,in_transit
31113,36572,1,overnight,FedEx,2024-07-08 03:01:36,2024-07-10 03:01:36,in_transit
31114,36573,5,standard,UPS,2025-02-08 12:06:27,2025-02-12 12:06:27,delivered
31115,36574,1,standard,DHL,2024-04-03 21:32:04,2024-04-11 21:32:04,delivered
31116,36575,5,overnight,FedEx,2025-08-08 04:08:52,2025-08-17 04:08:52,delivered
31117,36576,8,expedited,FedEx,2024-12-11 20:24:21,2024-12-21 20:24:21,delivered
31118,36578,4,overnight,UPS,2023-02-11 11:38:42,2023-02-12 11:38:42,delivered
31119,36579,6,pickup,DHL,2023-09-08 11:25:06,2023-09-15 11:25:06,delivered
31120,36580,8,expedited,UPS,2024-10-04 12:05:06,2024-10-08 12:05:06,delivered
31121,36581,6,pickup,FedEx,2024-04-09 14:16:39,2024-04-13 14:16:39,delivered
31122,36582,6,standard,FedEx,2023-08-20 05:05:37,2023-08-27 05:05:37,delivered
31123,36583,1,pickup,DHL,2023-01-21 02:24:43,2023-01-31 02:24:43,delivered
31124,36584,1,overnight,FedEx,2024-05-17 18:37:16,2024-05-27 18:37:16,delivered
31125,36585,7,standard,USPS,2025-11-29 05:47:32,2025-12-03 05:47:32,delivered
31126,36586,5,expedited,DHL,2023-08-01 16:13:30,2023-08-04 16:13:30,in_transit
31127,36588,8,expedited,DHL,2023-10-28 03:24:54,2023-11-07 03:24:54,delivered
31128,36589,1,overnight,FedEx,2024-12-31 02:35:04,2025-01-01 02:35:04,delivered
31129,36591,8,pickup,FedEx,2025-03-14 16:48:21,2025-03-24 16:48:21,delivered
31130,36592,2,expedited,DHL,2023-08-05 18:10:59,2023-08-07 18:10:59,returned
31131,36595,1,pickup,DHL,2024-02-03 06:02:01,2024-02-06 06:02:01,in_transit
31132,36596,2,standard,UPS,2024-04-10 03:51:54,2024-04-14 03:51:54,delivered
31133,36597,6,expedited,USPS,2023-06-12 20:19:28,2023-06-17 20:19:28,delivered
31134,36598,5,expedited,DHL,2024-11-08 09:34:06,2024-11-11 09:34:06,delivered
31135,36599,8,expedited,DHL,2023-10-20 14:51:51,2023-10-30 14:51:51,delivered
31136,36600,5,pickup,DHL,2024-05-24 04:04:09,2024-05-26 04:04:09,delivered
31137,36601,6,overnight,UPS,2024-01-11 05:07:48,2024-01-17 05:07:48,delivered
31138,36602,8,standard,UPS,2024-07-26 21:47:07,2024-07-29 21:47:07,delivered
31139,36603,8,pickup,DHL,2025-09-23 17:36:16,2025-09-25 17:36:16,delivered
31140,36604,8,expedited,FedEx,2024-11-27 00:41:30,2024-12-01 00:41:30,delivered
31141,36605,1,pickup,FedEx,2023-03-04 19:16:38,,delivered
31142,36606,5,expedited,USPS,2025-01-21 13:06:56,,delivered
31143,36607,8,expedited,USPS,2025-03-08 04:29:45,2025-03-10 04:29:45,delivered
31144,36608,7,expedited,USPS,2023-11-11 08:57:00,2023-11-19 08:57:00,delivered
31145,36609,1,overnight,FedEx,2025-08-22 06:23:03,2025-08-23 06:23:03,delivered
31146,36610,4,standard,USPS,2025-10-17 19:39:32,2025-10-24 19:39:32,delivered
31147,36611,8,overnight,DHL,2025-03-11 13:42:03,2025-03-21 13:42:03,delivered
31148,36612,7,standard,DHL,2024-09-07 23:25:01,2024-09-08 23:25:01,delivered
31149,36613,6,pickup,FedEx,2025-07-05 17:52:56,2025-07-11 17:52:56,delivered
31150,36614,1,standard,DHL,2023-05-21 20:40:41,,in_transit
31151,36615,7,standard,DHL,2024-12-12 15:58:59,2024-12-15 15:58:59,delivered
31152,36616,5,overnight,DHL,2024-11-21 08:40:53,2024-11-27 08:40:53,delivered
31153,36617,8,expedited,DHL,2023-12-05 22:10:43,2023-12-11 22:10:43,delivered
31154,36618,7,expedited,DHL,2024-05-08 08:14:29,,delivered
31155,36619,8,expedited,FedEx,2024-12-24 22:05:31,,delivered
31156,36620,1,overnight,UPS,2023-02-21 03:57:23,2023-03-01 03:57:23,delivered
31157,36622,2,pickup,UPS,2024-03-08 02:58:39,2024-03-16 02:58:39,in_transit
31158,36623,6,standard,UPS,2023-08-07 18:03:42,,delivered
31159,36625,8,pickup,USPS,2025-12-08 00:00:18,2025-12-14 00:00:18,delivered
31160,36626,2,pickup,UPS,2024-01-08 02:10:11,2024-01-16 02:10:11,delivered
31161,36627,8,standard,DHL,2023-06-06 18:13:32,2023-06-11 18:13:32,delivered
31162,36628,7,expedited,USPS,2025-01-16 11:55:10,2025-01-19 11:55:10,delivered
31163,36630,8,expedited,USPS,2024-11-14 20:18:08,2024-11-15 20:18:08,delivered
31164,36631,6,standard,USPS,2024-11-28 07:14:41,2024-12-03 07:14:41,delivered
31165,36632,8,expedited,UPS,2023-12-18 20:21:16,2023-12-23 20:21:16,delivered
31166,36633,4,pickup,DHL,2023-05-29 15:02:45,2023-05-30 15:02:45,in_transit
31167,36634,1,overnight,USPS,2023-08-07 14:43:14,2023-08-14 14:43:14,delivered
31168,36635,2,standard,UPS,2025-05-20 20:32:20,2025-05-26 20:32:20,delivered
31169,36636,6,expedited,UPS,2025-03-23 01:21:20,2025-03-27 01:21:20,delivered
31170,36637,4,standard,DHL,2023-11-30 00:44:21,2023-12-01 00:44:21,delivered
31171,36638,3,standard,USPS,2025-06-10 05:23:58,2025-06-17 05:23:58,delivered
31172,36639,8,expedited,DHL,2024-05-21 10:39:12,2024-05-27 10:39:12,delivered
31173,36640,6,standard,FedEx,2023-08-04 03:45:48,2023-08-09 03:45:48,in_transit
31174,36641,5,standard,UPS,2024-03-10 14:43:09,2024-03-14 14:43:09,delivered
31175,36642,3,pickup,FedEx,2024-07-29 07:43:16,2024-08-05 07:43:16,delivered
31176,36644,1,pickup,USPS,2024-06-29 20:17:13,2024-07-03 20:17:13,delivered
31177,36645,1,expedited,USPS,2024-06-15 08:10:53,2024-06-22 08:10:53,returned
31178,36647,7,pickup,DHL,2024-07-21 20:31:56,2024-07-28 20:31:56,in_transit
31179,36648,4,expedited,FedEx,2025-04-15 23:59:56,2025-04-16 23:59:56,delivered
31180,36649,1,overnight,USPS,2024-07-20 04:52:48,2024-07-27 04:52:48,delivered
31181,36650,5,pickup,DHL,2023-01-25 09:41:08,2023-01-27 09:41:08,delivered
31182,36652,5,standard,FedEx,2024-09-07 21:00:52,2024-09-15 21:00:52,delivered
31183,36653,6,overnight,FedEx,2025-11-14 19:15:10,2025-11-15 19:15:10,lost
31184,36655,8,pickup,FedEx,2024-06-06 18:53:36,,delivered
31185,36656,8,overnight,FedEx,2025-06-19 07:53:20,2025-06-22 07:53:20,delivered
31186,36657,7,overnight,DHL,2023-09-17 21:14:08,2023-09-24 21:14:08,delivered
31187,36659,5,expedited,USPS,2023-12-27 13:51:11,2023-12-28 13:51:11,delivered
31188,36660,8,expedited,FedEx,2023-10-26 07:18:54,2023-11-03 07:18:54,in_transit
31189,36661,3,pickup,FedEx,2025-10-07 15:27:26,2025-10-16 15:27:26,delivered
31190,36662,2,standard,DHL,2023-08-30 12:10:33,,delivered
31191,36663,1,standard,FedEx,2023-12-29 17:39:36,2024-01-01 17:39:36,returned
31192,36664,3,overnight,USPS,2023-03-02 21:40:21,2023-03-11 21:40:21,delivered
31193,36665,3,standard,UPS,2023-03-14 11:09:45,2023-03-17 11:09:45,in_transit
31194,36666,8,expedited,FedEx,2025-03-23 07:58:53,2025-03-30 07:58:53,delivered
31195,36667,8,standard,USPS,2023-12-07 14:52:19,2023-12-13 14:52:19,delivered
31196,36668,2,overnight,FedEx,2025-11-20 20:31:14,2025-11-29 20:31:14,delivered
31197,36669,7,standard,DHL,2023-06-30 11:19:50,2023-07-07 11:19:50,returned
31198,36670,3,expedited,FedEx,2023-04-08 13:07:03,2023-04-10 13:07:03,delivered
31199,36672,3,standard,FedEx,2023-10-31 09:37:04,2023-11-04 09:37:04,delivered
31200,36673,4,overnight,FedEx,2024-09-05 13:15:08,2024-09-11 13:15:08,returned
31201,36674,8,pickup,USPS,2025-03-28 14:04:40,2025-04-06 14:04:40,delivered
31202,36675,1,expedited,FedEx,2025-10-19 13:12:45,2025-10-23 13:12:45,delivered
31203,36676,8,pickup,DHL,2024-05-28 01:08:46,2024-06-01 01:08:46,delivered
31204,36677,5,standard,UPS,2024-06-29 21:29:17,2024-07-07 21:29:17,delivered
31205,36678,5,expedited,FedEx,2025-01-01 16:13:27,,delivered
31206,36679,7,overnight,FedEx,2025-02-08 01:14:54,2025-02-11 01:14:54,delivered
31207,36680,8,standard,USPS,2024-06-04 19:58:31,2024-06-10 19:58:31,delivered
31208,36681,1,expedited,DHL,2025-01-18 03:01:24,2025-01-24 03:01:24,delivered
31209,36682,2,expedited,UPS,2023-02-01 18:40:07,2023-02-04 18:40:07,delivered
31210,36684,8,expedited,UPS,2024-07-06 18:48:58,2024-07-07 18:48:58,delivered
31211,36685,2,overnight,FedEx,2024-03-11 09:42:42,2024-03-12 09:42:42,delivered
31212,36686,5,pickup,FedEx,2025-05-15 16:02:36,2025-05-22 16:02:36,returned
31213,36687,2,pickup,DHL,2023-09-11 02:16:17,2023-09-20 02:16:17,delivered
31214,36689,6,overnight,UPS,2023-08-02 12:24:29,2023-08-04 12:24:29,delivered
31215,36690,1,pickup,USPS,2025-09-05 01:24:36,2025-09-09 01:24:36,delivered
31216,36691,1,overnight,DHL,2023-04-03 11:21:37,2023-04-11 11:21:37,delivered
31217,36693,8,pickup,UPS,2025-06-09 04:04:10,,delivered
31218,36694,7,standard,DHL,2025-05-13 17:07:28,,delivered
31219,36695,5,overnight,UPS,2023-02-27 08:21:22,2023-02-28 08:21:22,delivered
31220,36696,1,expedited,FedEx,2025-06-10 04:21:22,,delivered
31221,36697,4,standard,UPS,2023-01-23 01:14:59,2023-01-28 01:14:59,in_transit
31222,36698,3,standard,FedEx,2024-12-15 04:50:47,2024-12-25 04:50:47,delivered
31223,36699,7,expedited,UPS,2024-11-26 09:42:35,2024-11-30 09:42:35,delivered
31224,36700,7,standard,FedEx,2025-06-08 10:18:34,2025-06-11 10:18:34,delivered
31225,36702,7,standard,USPS,2025-01-19 07:33:00,2025-01-29 07:33:00,delivered
31226,36703,8,standard,FedEx,2025-10-20 04:25:42,2025-10-29 04:25:42,delivered
31227,36704,2,expedited,DHL,2023-10-13 04:56:55,2023-10-18 04:56:55,delivered
31228,36705,5,standard,FedEx,2024-12-11 14:59:09,2024-12-15 14:59:09,in_transit
31229,36706,3,standard,UPS,2025-05-04 00:28:45,2025-05-13 00:28:45,delivered
31230,36707,7,overnight,UPS,2025-01-01 11:43:12,2025-01-06 11:43:12,delivered
31231,36708,2,overnight,UPS,2023-07-17 23:30:26,2023-07-20 23:30:26,delivered
31232,36709,4,overnight,USPS,2025-06-13 10:47:47,2025-06-17 10:47:47,delivered
31233,36710,3,pickup,FedEx,2023-08-13 07:02:07,2023-08-19 07:02:07,delivered
31234,36711,7,standard,DHL,2024-11-07 22:28:12,2024-11-12 22:28:12,delivered
31235,36712,4,pickup,FedEx,2024-04-20 13:31:22,2024-04-21 13:31:22,delivered
31236,36714,1,standard,USPS,2025-01-25 14:18:23,2025-02-02 14:18:23,delivered
31237,36715,2,pickup,FedEx,2024-06-12 16:44:09,,delivered
31238,36716,2,pickup,FedEx,2023-02-12 19:51:10,,delivered
31239,36717,1,overnight,USPS,2023-02-28 17:00:50,2023-03-08 17:00:50,delivered
31240,36719,6,expedited,UPS,2024-11-22 18:26:17,2024-12-01 18:26:17,delivered
31241,36720,3,overnight,UPS,2023-10-24 19:52:26,2023-11-01 19:52:26,delivered
31242,36721,7,pickup,DHL,2025-11-13 00:24:25,,delivered
31243,36723,2,expedited,USPS,2023-10-20 08:15:14,2023-10-27 08:15:14,delivered
31244,36724,8,pickup,FedEx,2024-02-28 18:33:13,2024-03-02 18:33:13,lost
31245,36725,4,pickup,FedEx,2025-10-15 05:20:52,2025-10-19 05:20:52,delivered
31246,36726,7,overnight,FedEx,2025-09-28 20:55:48,2025-10-02 20:55:48,delivered
31247,36727,6,expedited,FedEx,2025-09-22 19:13:11,2025-09-29 19:13:11,delivered
31248,36728,2,expedited,UPS,2023-10-22 04:10:56,2023-10-26 04:10:56,delivered
31249,36729,5,pickup,FedEx,2023-05-23 06:26:35,,delivered
31250,36730,6,expedited,FedEx,2024-06-28 19:57:02,2024-07-04 19:57:02,delivered
31251,36731,3,overnight,UPS,2024-01-05 12:16:06,2024-01-10 12:16:06,delivered
31252,36732,5,pickup,UPS,2024-07-23 04:03:09,2024-07-31 04:03:09,delivered
31253,36733,8,expedited,UPS,2025-12-09 14:53:54,2025-12-10 14:53:54,delivered
31254,36736,7,overnight,UPS,2025-11-09 16:37:38,,in_transit
31255,36737,8,overnight,DHL,2023-05-08 02:39:59,2023-05-10 02:39:59,in_transit
31256,36738,3,overnight,FedEx,2023-04-29 09:34:59,2023-05-04 09:34:59,delivered
31257,36739,7,pickup,FedEx,2024-10-09 12:17:03,2024-10-18 12:17:03,delivered
31258,36740,1,standard,DHL,2023-08-18 03:23:29,2023-08-28 03:23:29,in_transit
31259,36741,1,expedited,USPS,2024-11-29 12:35:57,,delivered
31260,36742,4,expedited,FedEx,2024-10-30 08:15:24,,in_transit
31261,36743,7,overnight,UPS,2025-01-13 12:19:55,2025-01-14 12:19:55,delivered
31262,36744,7,standard,FedEx,2023-07-28 22:33:57,2023-07-31 22:33:57,delivered
31263,36746,5,overnight,DHL,2024-04-10 04:26:04,2024-04-20 04:26:04,delivered
31264,36747,4,standard,USPS,2023-12-10 11:49:15,2023-12-12 11:49:15,delivered
31265,36748,8,standard,FedEx,2025-07-05 12:24:50,2025-07-09 12:24:50,delivered
31266,36749,7,expedited,UPS,2024-08-08 00:09:01,2024-08-14 00:09:01,delivered
31267,36750,5,pickup,FedEx,2025-09-13 11:47:03,,delivered
31268,36753,7,expedited,UPS,2023-10-07 19:55:31,2023-10-13 19:55:31,in_transit
31269,36754,1,pickup,USPS,2023-01-18 22:14:34,2023-01-27 22:14:34,in_transit
31270,36755,2,standard,USPS,2025-08-25 04:56:43,2025-08-30 04:56:43,in_transit
31271,36759,1,standard,FedEx,2023-08-03 16:07:00,2023-08-06 16:07:00,delivered
31272,36762,6,expedited,DHL,2025-07-19 04:24:26,2025-07-20 04:24:26,delivered
31273,36764,5,expedited,FedEx,2024-10-24 17:15:09,,delivered
31274,36766,5,overnight,FedEx,2024-05-27 19:09:56,,in_transit
31275,36767,2,expedited,FedEx,2026-01-01 21:20:23,2026-01-02 21:20:23,delivered
31276,36768,1,standard,DHL,2024-01-05 08:38:29,2024-01-15 08:38:29,delivered
31277,36770,7,expedited,FedEx,2025-08-10 15:44:21,2025-08-11 15:44:21,in_transit
31278,36771,5,standard,USPS,2023-06-06 19:44:59,2023-06-16 19:44:59,delivered
31279,36772,5,pickup,FedEx,2023-01-27 15:01:48,2023-01-28 15:01:48,delivered
31280,36775,7,standard,DHL,2025-11-25 14:20:50,2025-12-05 14:20:50,delivered
31281,36776,5,standard,DHL,2023-02-26 15:42:39,2023-03-03 15:42:39,in_transit
31282,36777,3,expedited,UPS,2024-08-05 17:53:54,,delivered
31283,36778,2,standard,DHL,2025-04-07 04:02:36,2025-04-15 04:02:36,delivered
31284,36779,1,standard,DHL,2023-06-26 13:28:55,2023-06-27 13:28:55,delivered
31285,36781,3,standard,UPS,2023-08-29 00:46:04,2023-09-02 00:46:04,in_transit
31286,36782,4,overnight,FedEx,2023-09-20 20:05:33,,delivered
31287,36784,2,standard,USPS,2025-06-14 12:55:35,,delivered
31288,36785,5,standard,DHL,2024-03-23 16:19:29,2024-04-01 16:19:29,delivered
31289,36786,4,overnight,USPS,2024-01-05 08:03:40,,delivered
31290,36787,5,standard,UPS,2024-11-15 13:16:27,2024-11-21 13:16:27,delivered
31291,36788,8,expedited,USPS,2025-05-04 11:19:48,2025-05-13 11:19:48,delivered
31292,36789,3,pickup,UPS,2024-09-19 10:15:48,2024-09-23 10:15:48,delivered
31293,36790,4,expedited,FedEx,2025-03-31 08:34:24,,delivered
31294,36791,8,expedited,USPS,2025-03-17 21:29:38,2025-03-22 21:29:38,delivered
31295,36792,2,pickup,USPS,2024-07-01 00:21:06,,delivered
31296,36793,6,expedited,FedEx,2025-11-10 20:18:51,2025-11-19 20:18:51,in_transit
31297,36794,8,pickup,UPS,2025-11-28 04:46:34,2025-12-01 04:46:34,delivered
31298,36795,4,overnight,DHL,2023-12-08 12:39:37,2023-12-09 12:39:37,delivered
31299,36796,1,overnight,DHL,2024-11-30 15:21:37,,delivered
31300,36797,6,pickup,FedEx,2024-07-07 20:51:50,2024-07-17 20:51:50,delivered
31301,36799,8,pickup,FedEx,2025-05-04 10:58:46,2025-05-08 10:58:46,delivered
31302,36800,3,expedited,FedEx,2024-08-09 22:51:29,2024-08-10 22:51:29,delivered
31303,36801,2,pickup,FedEx,2024-06-07 02:02:47,2024-06-13 02:02:47,returned
31304,36802,7,overnight,USPS,2023-08-20 16:51:46,2023-08-29 16:51:46,delivered
31305,36803,1,expedited,USPS,2023-06-02 05:18:37,2023-06-09 05:18:37,returned
31306,36804,3,standard,FedEx,2025-01-04 21:01:34,2025-01-09 21:01:34,in_transit
31307,36805,4,pickup,DHL,2025-02-23 12:31:38,2025-02-24 12:31:38,in_transit
31308,36806,2,standard,UPS,2024-03-05 19:56:27,,delivered
31309,36808,6,standard,DHL,2023-11-23 19:42:05,2023-12-01 19:42:05,delivered
31310,36809,6,expedited,UPS,2025-01-27 09:20:04,2025-02-06 09:20:04,delivered
31311,36810,3,overnight,USPS,2024-11-25 16:28:01,2024-12-03 16:28:01,delivered
31312,36811,6,overnight,FedEx,2025-09-30 22:31:47,2025-10-08 22:31:47,delivered
31313,36812,6,pickup,FedEx,2024-01-07 22:03:15,2024-01-12 22:03:15,delivered
31314,36813,2,overnight,UPS,2023-09-07 13:36:33,2023-09-13 13:36:33,delivered
31315,36814,6,expedited,FedEx,2023-03-10 15:45:36,2023-03-19 15:45:36,delivered
31316,36815,4,expedited,DHL,2024-09-05 20:17:37,2024-09-11 20:17:37,delivered
31317,36816,3,standard,DHL,2024-01-09 18:37:41,2024-01-17 18:37:41,in_transit
